,Sentiment,Score,Tweet
775,Positive,0.25,YOU ARE A FAILED PRESIDENTIAL CANDIDATE AND A PERPETUAL LIAR AT BEST
776,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
777,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
778,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
779,Neutral,0.0,The American people are fed up with the two tiered justice system in America especially when it comes to the Biden fa
780,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
781,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
782,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
783,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
784,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
785,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
786,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
787,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
788,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
789,Neutral,0.1875,Waiting for commentators to say that the reason Joe Biden is outperforming Hillary Clinton in many districts is due to sexis
790,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
791,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
792,Negative,-0.2,ted Holy shit you don t realize that you re talking to people who h
793,Negative,-0.05,there s no reason for you to be thinking of hillary clinton for that long of a time in 2020
794,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
795,Neutral,0.0,Hillary Clinton Says Epstein Assassination Was To Manage Anxiety
796,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
797,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
798,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
799,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
800,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
801,Neutral,0.0,There s no plan there never was Trump s going to blame everyone He s going to blame Obama he s going to blame Nanc
802,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
803,Negative,-0.3249999999999999,BernieSanders basically dismantled Hillary Clinton 2016 When she got into the General election she was badly dama
804,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
805,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
806,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
807,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
808,Neutral,0.0,The Hillary documentary is like the boomer version of Keeping Up with the Kardashians via
809,Positive,0.5,Ladies and Genlemen I give you Hillary Clinton The most investigated innocent person in America UNTIL proven g
810,Neutral,0.04999999999999999,It s truly astounding how time deaf this campaign is You guys have utterly failed to grow the movemen
811,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
812,Neutral,0.0,They have all the votes they need They don t want your vote or my vote But they ll su
813,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
814,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
815,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
816,Neutral,0.0,BIG Hillary Clinton Ordered By Federal Court To Testify to On Email Scandal PLUS Schumer Threatens Supreme C
817,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
818,Neutral,0.07777777777777778,Maybe if spent less time booing Hillary Clinton and more time campaigning Bernie could ve had a chance in
819,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
820,Neutral,0.0,He did 40 rallies for Hillary Clinton
821,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
822,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
823,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
824,Negative,-0.15555555555555559,The County That Took Down Hillary Just Canceled Bernie via
825,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
826,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
827,Neutral,0.0,Hillary Clinton should be in the Hague though
828,Neutral,0.0,Woah s tech guy has me blocked This is unnerving Hillary Clinton cited my work but this is what her former t
829,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
830,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
831,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
832,Positive,0.4,Hillary Clinton walking into a working class persons home is still the funniest most powerful image I ve seen
833,Neutral,0.0,It is unforgivable what Hillary Clinton did to 12year old Cathy Shelton after she laid in a coma for a month after she was vi
834,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
835,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
836,Negative,-0.2833333333333333,CGIAR Compared to men women grow 20 30 less per hectare not because they are worse farmers but because they have fewer resou
837,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
838,Positive,0.3666666666666667,Two reasons Sanders isn t turning out nearly as many young voters as he did in 2016 even though he s still winning them by
839,Neutral,0.0,Hillary Clinton is still a prison candidate Federal judge assures Americans
840,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
841,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
842,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
843,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
844,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
845,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
846,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
847,Negative,-0.0875,You mean s 2016 support wasn t 100 genuine and was at least partially driven due to sexism and the vil
848,Negative,-0.35,People hated Hillary because of Bill So much of what he did and she agre
849,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
850,Positive,0.3,To be clear nobody did and I wish I had any faith that centrist democrats are more
851,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
